date,end_time,mac,start_time,passenger
2018-03-01,11:24:26,92:95:e5:20:f0:5f,11:24:26,0
2018-03-01,11:24:33,e2:74:72:04:22:cc,11:24:33,0
2018-03-01,11:24:47,7a:2a:f9:8f:ad:f4,11:24:47,0
2018-03-01,11:24:49,da:a1:19:67:98:4c,11:24:49,0
2018-03-01,11:24:50,0a:4c:65:ed:c7:cb,11:24:50,0
2018-03-01,11:24:55,d2:7e:ba:84:6a:d7,11:24:55,0
2018-03-01,11:24:55,72:be:09:73:e5:6e,11:24:55,0
2018-03-01,11:26:37,dc:38:e1:8a:7a:00,11:24:55,0
2018-03-01,11:25:03,76:10:64:85:32:44,11:25:03,0
2018-03-01,11:26:10,90:c7:d8:f1:0c:f7,11:25:08,0
2018-03-01,11:25:09,76:62:8c:2f:39:39,11:25:09,0
2018-03-01,11:25:11,da:a1:19:d8:12:7d,11:25:11,0
2018-03-01,11:25:14,ae:04:d7:37:df:e2,11:25:14,0
2018-03-01,11:25:14,32:c4:d4:22:c2:56,11:25:14,0
2018-03-01,11:25:17,0a:14:53:22:10:bd,11:25:17,0
2018-03-01,11:25:17,1e:11:32:e1:bd:34,11:25:17,0
2018-03-01,11:25:17,0a:c4:d8:49:48:2f,11:25:17,0
2018-03-01,11:25:20,1a:76:27:bc:24:ea,11:25:20,0
2018-03-01,11:25:23,02:65:cb:b7:15:22,11:25:23,0
2018-03-01,11:25:25,6a:3e:e2:2f:8b:77,11:25:25,0
2018-03-01,11:25:27,f2:ec:8e:48:fd:f4,11:25:27,0
2018-03-01,11:25:29,ea:57:b9:42:78:d6,11:25:29,0
2018-03-01,11:25:50,94:e3:6d:c4:9b:e8,11:25:29,0
2018-03-01,11:25:30,aa:62:5f:a7:a0:0f,11:25:30,0
2018-03-01,11:25:32,da:45:19:6c:da:11,11:25:31,0
2018-03-01,11:25:32,78:4f:43:7b:7b:27,11:25:32,0
2018-03-01,11:25:37,22:85:31:3c:d8:11,11:25:37,0
2018-03-01,11:25:37,d2:8f:99:ef:65:d8,11:25:37,0
2018-03-01,11:25:39,6e:d1:c8:79:90:7c,11:25:39,0
2018-03-01,11:25:40,82:77:3f:11:3d:35,11:25:40,0
2018-03-01,11:25:43,e2:26:29:06:c4:8c,11:25:43,0
2018-03-01,11:25:47,f6:66:78:d4:9c:a3,11:25:47,0
2018-03-01,11:25:48,ce:67:28:d4:c7:6d,11:25:48,0
2018-03-01,11:25:49,32:c5:31:38:fa:b0,11:25:49,0
2018-03-01,11:25:50,42:32:3e:a7:ec:c2,11:25:50,0
2018-03-01,11:25:57,4a:db:2b:86:35:cb,11:25:57,0
2018-03-01,11:25:58,a8:96:75:d6:f6:e1,11:25:58,0
2018-03-01,11:25:58,a8:96:75:cc:57:74,11:25:58,0
2018-03-01,11:25:59,2e:b0:a1:71:08:43,11:25:59,0
2018-03-01,11:26:00,aa:0d:56:91:1c:c0,11:26:00,0
2018-03-01,11:26:00,2e:c0:24:34:fe:17,11:26:00,0
2018-03-01,11:26:03,b4:f7:a1:f1:c0:13,11:26:03,0
2018-03-01,11:26:04,a8:96:75:59:42:2d,11:26:04,0
2018-03-01,11:26:04,a8:96:75:a1:77:2b,11:26:04,0
2018-03-01,11:26:04,ca:b8:08:05:69:a5,11:26:04,0
2018-03-01,11:26:06,da:a1:19:2f:25:28,11:26:06,0
2018-03-01,11:26:07,ae:91:c6:8a:ec:6a,11:26:07,0
2018-03-01,11:26:10,c2:08:32:e6:e2:b2,11:26:10,0
2018-03-01,11:26:13,da:a1:19:0e:5e:fe,11:26:13,0
2018-03-01,11:26:16,a6:3b:cc:19:ad:35,11:26:16,0
2018-03-01,11:26:18,6e:4f:36:6d:c9:92,11:26:18,0
2018-03-01,11:26:21,da:a1:19:16:8e:de,11:26:21,0
2018-03-01,11:26:24,26:52:54:47:31:82,11:26:24,0
2018-03-01,11:26:26,12:88:a7:24:f9:df,11:26:26,0
2018-03-01,11:26:30,32:ea:9b:0b:bb:36,11:26:30,0
2018-03-01,11:26:55,00:26:7E:3B:06:D2,11:26:34,0
2018-03-01,11:26:34,8e:e8:36:55:36:d9,11:26:34,0
2018-03-01,11:26:35,fc:c2:de:95:bf:b3,11:26:35,0
2018-03-01,11:26:36,26:c2:60:c8:88:97,11:26:36,0
2018-03-01,11:26:38,be:55:be:22:8d:19,11:26:38,0
2018-03-01,11:26:39,a2:2f:9d:ce:62:9e,11:26:39,0
2018-03-01,11:26:40,32:ed:43:5f:00:5d,11:26:40,0
2018-03-01,11:26:40,ee:5d:ca:24:db:50,11:26:40,0
2018-03-01,11:26:42,5a:28:3d:bc:47:9f,11:26:42,0
2018-03-01,11:26:45,2a:6f:f7:71:d1:97,11:26:45,0
2018-03-01,11:26:46,72:17:96:05:e1:3f,11:26:46,0
2018-03-01,11:26:47,56:3d:9d:c2:90:42,11:26:47,0
2018-03-01,11:32:33,28:be:03:65:ed:05,11:26:51,0
2018-03-01,11:26:51,42:fb:9f:1e:61:1f,11:26:51,0
2018-03-01,11:26:55,02:ca:af:8c:49:8e,11:26:55,0
2018-03-01,11:26:55,22:2f:d8:4e:b8:7b,11:26:55,0
2018-03-01,11:26:56,b2:c1:b6:bb:ad:1f,11:26:56,0
2018-03-01,11:27:01,82:2f:05:0a:17:13,11:27:01,0
2018-03-01,11:27:04,6a:d3:10:52:4a:59,11:27:04,0
2018-03-01,11:27:04,d0:04:01:d0:03:b7,11:27:04,0
2018-03-01,11:27:11,de:6a:e0:aa:ce:65,11:27:11,0
2018-03-01,11:27:12,56:83:03:fe:be:44,11:27:12,0
2018-03-01,11:27:14,da:a1:19:be:f5:ba,11:27:14,0
2018-03-01,11:27:23,ae:ee:0e:cc:95:dd,11:27:23,0
2018-03-01,11:27:26,a2:9a:93:75:f7:27,11:27:26,0
2018-03-01,11:27:28,62:46:57:06:fa:67,11:27:28,0
2018-03-01,11:27:34,ba:47:30:64:1e:d5,11:27:34,0
2018-03-01,11:27:34,62:2d:ca:7c:f1:64,11:27:34,0
2018-03-01,11:27:34,7a:d5:8b:73:9b:2a,11:27:34,0
2018-03-01,11:27:37,6e:a3:6e:88:b9:ed,11:27:37,0
2018-03-01,11:27:42,4e:20:66:9b:b1:1a,11:27:42,0
2018-03-01,11:27:43,ce:98:b5:65:65:2d,11:27:43,0
2018-03-01,11:27:46,da:a1:19:36:dd:59,11:27:46,0
2018-03-01,11:27:59,ee:f8:f4:cd:72:0c,11:27:59,0
2018-03-01,11:28:00,8e:f8:ae:3e:c7:9c,11:28:00,0
2018-03-01,11:28:01,56:99:e7:98:98:d5,11:28:01,0
2018-03-01,11:28:02,d2:70:9d:fe:44:7b,11:28:02,0
2018-03-01,11:28:06,1a:55:f8:2e:c9:c4,11:28:06,0
2018-03-01,11:28:07,0e:6e:ab:7a:ba:80,11:28:07,0
2018-03-01,11:28:09,8e:4c:98:ae:13:b2,11:28:09,0
2018-03-01,11:28:19,ce:c8:d0:ff:b2:49,11:28:19,0
2018-03-01,11:28:20,9e:42:8b:69:0f:ce,11:28:20,0
2018-03-01,11:28:25,12:dd:63:e2:74:07,11:28:25,0
2018-03-01,11:28:27,b2:bf:72:e8:47:d1,11:28:27,0
2018-03-01,11:28:28,2a:8b:5b:93:70:ce,11:28:28,0
2018-03-01,11:28:29,96:84:c3:08:dd:18,11:28:29,0
2018-03-01,11:28:32,ea:77:00:c9:f1:80,11:28:32,0
2018-03-01,11:28:37,ae:c6:21:e9:a4:1d,11:28:37,0
2018-03-01,11:28:41,66:a4:c5:0e:0a:65,11:28:41,0
2018-03-01,11:28:44,da:a1:19:a9:2d:98,11:28:44,0
2018-03-01,11:28:45,ec:1f:72:4b:6e:0e,11:28:45,0
2018-03-01,11:28:45,5e:a7:2a:b0:b2:a6,11:28:45,0
2018-03-01,11:28:53,00:00:85:f8:c0:04,11:28:47,0
2018-03-01,11:28:48,aa:61:65:1d:85:b0,11:28:48,0
2018-03-01,11:28:52,8a:e9:6f:30:61:71,11:28:52,0
2018-03-01,11:28:56,1a:36:67:ca:93:2d,11:28:56,0
2018-03-01,11:28:57,1a:9e:59:68:db:f0,11:28:57,0
2018-03-01,11:28:59,16:ab:57:29:56:e2,11:28:59,0
2018-03-01,11:29:03,e8:ab:fa:4a:ee:ca,11:29:03,0
2018-03-01,11:29:04,9e:c3:06:5b:fe:d5,11:29:04,0
2018-03-01,11:29:04,5a:d6:a1:53:25:25,11:29:04,0
2018-03-01,11:29:07,da:b3:8e:f7:c1:a1,11:29:07,0
2018-03-01,11:29:08,c2:51:84:30:a6:c6,11:29:08,0
2018-03-01,11:29:15,2e:3b:77:7b:92:5b,11:29:15,0
2018-03-01,11:29:18,22:37:d4:6d:8c:a2,11:29:18,0
2018-03-01,11:29:18,66:7b:ac:28:04:1a,11:29:18,0
2018-03-01,11:29:39,90:c7:d8:90:87:7c,11:29:19,0
2018-03-01,11:29:20,12:87:12:d5:eb:f9,11:29:20,0
2018-03-01,11:29:22,ea:d3:b8:8a:40:8f,11:29:22,0
2018-03-01,11:29:29,0e:72:c9:dd:dc:03,11:29:29,0
2018-03-01,11:29:31,4e:91:70:90:dc:46,11:29:31,0
2018-03-01,11:29:33,da:a1:19:6b:ee:b9,11:29:33,0
2018-03-01,11:29:34,da:a1:19:99:27:ae,11:29:34,0
2018-03-01,11:29:41,da:a1:19:5c:32:a1,11:29:41,0
2018-03-01,11:29:47,da:a1:19:f6:01:a2,11:29:47,0
2018-03-01,11:29:52,26:59:2b:52:8a:e7,11:29:52,0
2018-03-01,11:29:55,c6:ec:f4:5c:b1:dd,11:29:55,0
2018-03-01,11:29:57,12:7d:5e:c7:2b:48,11:29:57,0
2018-03-01,11:30:03,b6:08:a4:d1:9a:5c,11:30:03,0
2018-03-01,11:30:07,5a:b6:f2:fe:a3:c7,11:30:07,0
2018-03-01,11:31:05,b4:f0:ab:d1:26:76,11:30:08,0
2018-03-01,11:30:08,66:a6:d3:6b:44:4d,11:30:08,0
2018-03-01,11:30:12,72:f3:1b:3f:65:b9,11:30:12,0
2018-03-01,11:30:13,46:d9:2a:ee:c3:63,11:30:13,0
2018-03-01,11:30:24,3a:17:76:16:76:ef,11:30:24,0
2018-03-01,11:30:29,9e:dd:83:34:32:e4,11:30:29,0
2018-03-01,11:30:30,de:ef:9b:76:0d:70,11:30:30,0
2018-03-01,11:30:32,fa:b4:a6:01:c2:b7,11:30:32,0
2018-03-01,11:30:35,da:a1:19:70:ad:88,11:30:35,0
2018-03-01,11:30:37,f2:14:d2:5c:c7:95,11:30:37,0
2018-03-01,11:30:37,10:f1:f2:0e:4a:da,11:30:37,0
2018-03-01,11:30:42,66:58:7f:b3:ba:cd,11:30:42,0
2018-03-01,11:30:42,82:32:bf:0d:7c:03,11:30:42,0
2018-03-01,11:30:47,46:cc:b2:40:b6:08,11:30:47,0
2018-03-01,11:30:49,1e:9a:bf:53:67:be,11:30:49,0
2018-03-01,11:30:54,be:01:f8:53:dd:fb,11:30:54,0
2018-03-01,11:30:56,4e:6f:bd:09:cc:b0,11:30:56,0
2018-03-01,11:30:58,06:01:42:5b:c3:36,11:30:58,0
2018-03-01,11:31:04,da:a1:19:22:4f:bb,11:31:04,0
2018-03-01,11:31:06,a6:01:86:fe:53:3d,11:31:06,0
2018-03-01,11:31:07,8c:85:90:2f:64:e0,11:31:07,0
2018-03-01,11:31:12,00:26:ab:99:67:ea,11:31:07,0
2018-03-01,11:31:10,60:83:34:25:95:1b,11:31:10,0
2018-03-01,11:31:13,7a:b8:27:7f:9d:4d,11:31:13,0
2018-03-01,11:31:45,18:CF:5E:24:2F:F8,11:31:14,0
2018-03-01,11:31:45,74:29:AF:12:E9:E0,11:31:14,0
2018-03-01,11:31:16,40:2c:f4:80:d5:b6,11:31:16,0
2018-03-01,11:31:17,6a:9e:b7:d5:a8:2b,11:31:17,0
2018-03-01,11:31:20,4a:fc:45:c0:4c:12,11:31:20,0
2018-03-01,11:31:24,36:86:80:60:52:51,11:31:24,0
2018-03-01,11:31:24,e8:9e:b4:3a:1c:3d,11:31:24,0
2018-03-01,11:31:27,92:a3:ce:ad:73:c4,11:31:27,0
2018-03-01,11:31:43,30:10:b3:83:d7:23,11:31:30,0
2018-03-01,11:31:34,7a:a4:7a:a4:1f:9e,11:31:34,0
2018-03-01,11:31:42,30:10:b3:83:d7:24,11:31:42,0
2018-03-01,11:31:43,c6:02:0e:b3:97:6b,11:31:43,0
2018-03-01,11:31:43,66:ff:a1:e8:e6:4f,11:31:43,0
2018-03-01,11:31:49,9c:a3:a9:30:94:4b,11:31:49,0
2018-03-01,11:31:50,86:a6:d1:a9:50:3e,11:31:50,0
2018-03-01,11:32:08,96:9b:99:14:f1:b1,11:32:08,0
2018-03-01,11:32:08,8a:d2:0a:b1:68:07,11:32:08,0
2018-03-01,11:32:17,00:03:ea:10:cb:d8,11:32:17,0
2018-03-01,11:32:19,92:43:ad:6f:96:c3,11:32:19,0
2018-03-01,11:43:36,d2:48:20:ea:34:dc,11:32:24,1
2018-03-01,11:32:26,06:49:a5:30:1e:17,11:32:26,0
2018-03-01,11:32:31,d2:97:0b:7a:9d:6f,11:32:31,0
2018-03-01,11:32:36,16:d7:31:ab:00:55,11:32:36,0
2018-03-01,11:32:44,f6:13:0a:5d:01:c5,11:32:44,0
2018-03-01,11:32:49,32:2c:bf:54:6b:a4,11:32:49,0
2018-03-01,11:32:51,dc:0b:34:ff:52:64,11:32:51,0
2018-03-01,11:32:56,7a:d3:d6:0a:2e:db,11:32:56,0
2018-03-01,11:32:59,62:28:de:15:31:d9,11:32:59,0
2018-03-01,11:51:27,f4:09:d8:f4:07:a2,11:33:01,1
2018-03-01,11:33:05,0e:53:0c:54:f2:24,11:33:05,0
2018-03-01,11:33:08,52:b1:38:50:d8:fd,11:33:08,0
2018-03-01,11:33:11,06:58:9c:ca:d0:76,11:33:11,0
2018-03-01,11:33:14,6c:5c:14:25:c1:86,11:33:14,0
2018-03-01,11:33:19,66:59:04:02:1e:77,11:33:19,0
2018-03-01,11:33:21,96:a2:0a:37:2d:80,11:33:21,0
2018-03-01,11:33:21,da:a1:19:e5:1c:e2,11:33:21,0
2018-03-01,11:33:27,c2:8a:88:d4:c8:cf,11:33:27,0
2018-03-01,11:33:28,4e:6d:1a:bc:cf:c6,11:33:28,0
2018-03-01,11:33:31,92:67:5d:4c:af:fd,11:33:31,0
2018-03-01,11:33:32,4a:f5:98:4f:8d:b3,11:33:32,0
2018-03-01,11:33:33,0e:72:7e:00:82:bd,11:33:33,0
2018-03-01,11:33:35,a6:f0:9f:fc:8d:26,11:33:35,0
2018-03-01,11:33:37,62:ef:0b:12:cd:77,11:33:37,0
2018-03-01,11:33:37,d2:c1:b8:93:b5:c7,11:33:37,0
2018-03-01,11:33:39,96:57:86:8b:43:b5,11:33:39,0
2018-03-01,11:33:40,92:36:3d:8b:c1:26,11:33:40,0
2018-03-01,11:33:41,0e:f6:9e:df:5c:06,11:33:41,0
2018-03-01,11:33:50,92:92:b0:e2:47:67,11:33:49,0
2018-03-01,11:33:55,1a:bd:68:37:8d:8b,11:33:55,0
2018-03-01,11:33:58,22:00:37:53:51:cc,11:33:58,0
2018-03-01,11:34:02,5e:b9:da:60:d2:a9,11:34:02,0
2018-03-01,11:34:17,26:b1:53:71:b2:2c,11:34:05,0
2018-03-01,11:34:14,12:77:f8:4f:7b:83,11:34:14,0
2018-03-01,11:34:14,56:7a:aa:b7:87:43,11:34:14,0
2018-03-01,11:34:20,12:16:ee:bf:c3:60,11:34:20,0
2018-03-01,11:34:20,3e:65:9e:cf:68:3f,11:34:20,0
2018-03-01,11:34:28,00:0e:8f:37:49:ca,11:34:28,0
2018-03-01,11:34:33,4e:46:ae:ff:1c:d6,11:34:33,0
2018-03-01,11:34:33,3a:53:52:29:c4:34,11:34:33,0
2018-03-01,11:34:36,36:86:ee:8e:b8:2e,11:34:36,0
2018-03-01,11:34:37,16:a1:bf:85:d2:07,11:34:37,0
2018-03-01,11:34:38,6c:ad:f8:99:78:b9,11:34:38,0
2018-03-01,11:34:38,96:3b:dc:82:47:fd,11:34:38,0
2018-03-01,11:34:44,1a:8b:44:33:67:4e,11:34:44,0
2018-03-01,11:34:48,e2:39:b1:c9:68:48,11:34:48,0
2018-03-01,11:34:53,56:b7:0e:83:7a:dd,11:34:53,0
2018-03-01,11:34:57,96:fa:f1:9f:ce:42,11:34:57,0
2018-03-01,11:35:05,1a:e7:ea:da:e3:31,11:35:05,0
2018-03-01,11:43:25,6e:5e:fb:19:6d:f0,11:35:08,0
2018-03-01,11:35:10,2a:30:0d:14:85:5d,11:35:10,0
2018-03-01,11:35:11,12:de:8a:31:86:d1,11:35:11,0
2018-03-01,11:35:15,4a:e6:60:1a:75:5d,11:35:15,0
2018-03-01,11:35:15,be:43:d1:ee:ee:92,11:35:15,0
2018-03-01,11:35:16,9a:da:75:a3:28:eb,11:35:16,0
2018-03-01,11:35:17,de:5c:d6:d1:12:e0,11:35:17,0
2018-03-01,11:35:19,06:f2:6c:17:1e:f7,11:35:19,0
2018-03-01,11:35:24,12:c9:48:a9:f2:67,11:35:24,0
2018-03-01,11:35:33,a6:8b:e4:9b:8d:a4,11:35:33,0
2018-03-01,11:35:34,b8:d7:af:48:70:4c,11:35:34,0
2018-03-01,11:35:35,98:01:a7:93:0f:05,11:35:35,0
2018-03-01,11:35:36,ee:6a:dd:ac:dc:ac,11:35:36,0
2018-03-01,11:35:54,2a:04:71:f4:3f:1f,11:35:54,0
2018-03-01,11:36:18,B8:3E:59:02:51:1E,11:35:57,0
2018-03-01,11:36:05,d2:fd:f7:8f:1e:65,11:36:05,0
2018-03-01,11:36:06,22:69:53:59:f3:30,11:36:06,0
2018-03-01,11:36:06,86:0e:a2:82:95:a9,11:36:06,0
2018-03-01,11:36:12,26:d4:25:b0:8d:50,11:36:12,0
2018-03-01,11:36:18,fe:8a:3f:23:e2:15,11:36:18,0
2018-03-01,11:36:25,26:c9:92:44:7f:3b,11:36:25,0
2018-03-01,11:36:25,d6:41:90:74:d6:61,11:36:25,0
2018-03-01,11:36:29,fe:c2:4a:c2:d5:3e,11:36:29,0
2018-03-01,11:36:37,a6:de:5d:4c:6f:4e,11:36:37,0
2018-03-01,11:41:37,dc:ef:ca:c2:3e:73,11:36:37,0
2018-03-01,11:36:37,0e:9e:34:45:83:53,11:36:37,0
2018-03-01,11:36:39,f2:af:d3:43:85:22,11:36:39,0
2018-03-01,11:36:40,4a:39:8a:55:24:fe,11:36:40,0
2018-03-01,11:36:45,b2:84:f7:4e:64:4e,11:36:45,0
2018-03-01,11:36:45,0a:36:5c:4c:86:14,11:36:45,0
2018-03-01,11:36:48,4e:9a:2f:c1:85:f4,11:36:48,0
2018-03-01,11:36:51,fe:a2:16:73:6c:f2,11:36:51,0
2018-03-01,11:36:52,ae:39:f7:2c:72:29,11:36:52,0
2018-03-01,11:36:55,2e:1c:01:30:35:2f,11:36:55,0
2018-03-01,11:37:01,be:87:85:fc:5b:24,11:37:01,0
2018-03-01,11:37:05,32:fe:59:f8:93:fb,11:37:05,0
2018-03-01,11:37:07,3e:76:2c:ce:80:b3,11:37:07,0
2018-03-01,11:37:10,26:dd:fc:61:7f:bb,11:37:10,0
2018-03-01,11:37:18,e2:9f:56:87:1c:14,11:37:18,0
2018-03-01,11:37:22,e6:7b:81:c2:6d:7c,11:37:22,0
2018-03-01,11:37:23,56:48:7c:80:31:8e,11:37:23,0
2018-03-01,11:37:28,3a:18:c5:a6:2c:2e,11:37:28,0
2018-03-01,11:37:30,92:ba:df:3d:bf:a4,11:37:30,0
2018-03-01,11:37:38,36:82:60:e3:61:49,11:37:38,0
2018-03-01,11:37:46,7e:e4:3f:79:ef:0a,11:37:46,0
2018-03-01,11:37:52,9a:46:9b:58:5b:e9,11:37:52,0
2018-03-01,11:37:54,32:7e:0f:d6:fb:89,11:37:54,0
2018-03-01,11:38:00,ee:7a:6c:19:3d:0f,11:38:00,0
2018-03-01,11:38:04,be:92:dd:f1:6d:7e,11:38:04,0
2018-03-01,11:38:05,a2:74:6a:d1:87:e7,11:38:05,0
2018-03-01,11:38:15,b8:bb:af:2a:b6:92,11:38:15,0
2018-03-01,11:38:21,c2:bb:be:24:8c:a2,11:38:21,0
2018-03-01,11:38:22,3e:69:4b:f2:3e:7c,11:38:22,0
2018-03-01,11:38:24,3e:cb:27:93:aa:a2,11:38:24,0
2018-03-01,11:38:30,62:91:b4:4d:13:69,11:38:30,0
2018-03-01,11:38:36,72:e1:57:16:18:59,11:38:36,0
2018-03-01,11:38:39,1a:8e:d6:dd:8b:ea,11:38:39,0
2018-03-01,11:38:40,76:8f:f5:37:4a:d3,11:38:40,0
2018-03-01,11:38:45,5a:18:4a:de:8c:e7,11:38:45,0
2018-03-01,11:39:01,ae:c5:b9:25:33:52,11:39:01,0
2018-03-01,11:39:09,ca:a8:62:61:54:f8,11:39:09,0
2018-03-01,11:39:09,ca:d4:ac:52:e4:c8,11:39:09,0
2018-03-01,11:39:13,82:1f:f1:d8:02:08,11:39:13,0
2018-03-01,11:39:14,9a:fd:95:5f:71:f8,11:39:14,0
2018-03-01,11:39:14,c6:ad:0f:8b:a3:38,11:39:14,0
2018-03-01,11:39:15,5a:23:51:53:c2:f6,11:39:15,0
2018-03-01,11:39:18,16:3d:1c:0c:44:04,11:39:18,0
2018-03-01,11:39:20,3a:03:25:f1:98:83,11:39:20,0
2018-03-01,11:39:25,f4:f5:e8:54:b2:86,11:39:25,0
2018-03-01,11:39:26,66:d3:ca:50:ed:73,11:39:26,0
2018-03-01,11:39:52,F0:79:59:2F:D6:48,11:39:28,0
2018-03-01,11:39:32,3a:ae:80:ad:50:d5,11:39:32,0
2018-03-01,11:39:42,06:e6:a2:ff:cc:f8,11:39:42,0
2018-03-01,11:39:43,46:51:5d:36:84:30,11:39:43,0
2018-03-01,11:39:51,ee:f7:e3:d2:22:cf,11:39:51,0
2018-03-01,11:39:55,b6:ca:fc:5d:91:13,11:39:55,0
2018-03-01,11:39:55,ea:f9:bc:30:f1:3e,11:39:55,0
2018-03-01,11:40:01,0a:1c:23:f1:62:96,11:40:01,0
2018-03-01,11:40:03,6c:ad:f8:4b:9d:55,11:40:03,0
2018-03-01,11:40:05,fe:a7:20:5f:a7:cd,11:40:05,0
2018-03-01,11:40:15,b6:47:4a:74:df:c2,11:40:15,0
2018-03-01,11:40:15,86:5e:e8:22:19:aa,11:40:15,0
2018-03-01,11:40:15,ae:f6:1e:29:62:46,11:40:15,0
2018-03-01,11:41:32,a8:96:75:e8:cb:48,11:40:20,0
2018-03-01,11:40:21,0a:6b:18:b5:f9:d5,11:40:21,0
2018-03-01,11:40:21,ce:7a:82:36:f1:32,11:40:21,0
2018-03-01,11:40:23,2a:f6:3e:e7:de:35,11:40:23,0
2018-03-01,11:40:24,16:e5:a2:06:b0:24,11:40:24,0
2018-03-01,11:40:24,1e:8d:ed:64:20:26,11:40:24,0
2018-03-01,11:40:25,3e:f3:74:35:75:f4,11:40:25,0
2018-03-01,11:40:27,86:e9:0b:05:76:1f,11:40:27,0
2018-03-01,11:40:28,8a:13:76:75:52:61,11:40:28,0
2018-03-01,11:40:32,6e:29:83:66:92:cf,11:40:32,0
2018-03-01,11:40:42,8a:35:0c:36:45:e8,11:40:42,0
2018-03-01,11:40:42,da:a1:19:8d:63:17,11:40:42,0
2018-03-01,11:40:49,f8:e9:03:c9:f3:3c,11:40:44,0
2018-03-01,11:40:45,26:0d:94:7c:d1:8a,11:40:45,0
2018-03-01,11:40:50,a8:96:75:5c:8f:7a,11:40:50,0
2018-03-01,11:40:51,c2:07:a2:78:21:05,11:40:51,0
2018-03-01,11:46:28,ac:5f:3e:1d:e0:27,11:40:53,0
2018-03-01,11:40:56,e2:96:47:9a:f0:8d,11:40:56,0
2018-03-01,11:40:57,60:45:bd:46:9f:24,11:40:57,0
2018-03-01,11:41:01,de:60:2e:ce:81:56,11:41:01,0
2018-03-01,11:41:01,ce:d7:ac:51:6d:11,11:41:01,0
2018-03-01,11:41:07,c6:79:9c:ce:60:cc,11:41:07,0
2018-03-01,11:41:08,6e:11:13:20:aa:78,11:41:08,0
2018-03-01,11:41:21,22:d2:d1:5a:94:43,11:41:20,0
2018-03-01,11:41:25,fa:e1:bb:29:29:81,11:41:25,0
2018-03-01,11:41:28,fe:1c:7b:4e:b2:ff,11:41:28,0
2018-03-01,11:46:47,e6:85:56:15:16:17,11:41:29,0
2018-03-01,11:41:33,c2:7e:8d:e3:04:f2,11:41:33,0
2018-03-01,11:41:34,4e:d3:b7:5e:2c:d9,11:41:34,0
2018-03-01,11:41:35,06:60:c9:c1:44:1e,11:41:35,0
2018-03-01,11:41:38,4a:b6:40:44:73:11,11:41:37,0
2018-03-01,11:41:38,02:e7:17:50:fa:7b,11:41:38,0
2018-03-01,11:49:11,bc:6c:21:1f:0d:5d,11:41:40,0
2018-03-01,11:41:49,7e:4f:dc:9a:9b:c4,11:41:49,0
2018-03-01,11:41:53,6e:c5:e7:f7:6c:c6,11:41:53,0
2018-03-01,11:41:55,96:fe:66:34:10:34,11:41:55,0
2018-03-01,11:41:56,da:90:a0:d5:64:e0,11:41:56,0
2018-03-01,11:41:59,26:ee:6b:8f:e6:69,11:41:59,0
2018-03-01,11:42:03,0e:d7:ee:4b:8c:13,11:42:03,0
2018-03-01,11:42:04,a6:3f:ea:19:ef:40,11:42:04,0
2018-03-01,11:42:04,76:3a:e1:e1:87:40,11:42:04,0
2018-03-01,11:42:04,96:8a:11:66:13:47,11:42:04,0
2018-03-01,11:42:07,fa:79:a5:ca:bf:74,11:42:07,0
2018-03-01,11:42:07,9a:ec:6b:91:ab:82,11:42:07,0
2018-03-01,11:42:09,66:8e:46:c7:54:be,11:42:09,0
2018-03-01,11:42:10,be:a4:bb:85:d1:ff,11:42:10,0
2018-03-01,11:42:24,88:e7:12:01:bf:3f,11:42:24,0
2018-03-01,11:42:25,a8:96:75:0b:2b:df,11:42:25,0
2018-03-01,11:42:29,22:7e:3a:1f:f3:22,11:42:29,0
2018-03-01,11:42:29,be:f6:86:ae:b1:35,11:42:29,0
2018-03-01,11:42:30,3e:11:b8:bc:04:be,11:42:30,0
2018-03-01,11:42:34,ea:e0:c9:61:42:e7,11:42:34,0
2018-03-01,11:42:36,2e:2c:46:9d:e8:a4,11:42:36,0
2018-03-01,11:42:41,26:10:c0:f8:57:b4,11:42:41,0
2018-03-01,11:42:42,aa:07:00:e6:79:58,11:42:42,0
2018-03-01,11:42:44,aa:9e:a5:30:06:aa,11:42:44,0
2018-03-01,11:42:47,da:ab:63:2a:84:22,11:42:47,0
2018-03-01,11:42:48,88:e7:12:01:c1:ad,11:42:48,0
2018-03-01,11:42:51,8e:eb:cb:f5:fa:b0,11:42:51,0
2018-03-01,11:42:53,1e:91:78:ba:52:38,11:42:53,0
2018-03-01,11:47:23,60:f1:89:61:29:16,11:42:54,0
2018-03-01,11:42:54,b6:bf:08:b7:01:e1,11:42:54,0
2018-03-01,11:43:00,26:da:79:fc:7c:97,11:43:00,0
2018-03-01,11:49:03,8c:85:90:16:f8:ca,11:43:03,0
2018-03-01,11:43:04,3a:68:f4:ac:0e:4b,11:43:04,0
2018-03-01,11:46:37,78:7b:8a:89:13:4b,11:43:05,0
2018-03-01,11:43:05,e2:d9:dd:3f:de:1a,11:43:05,0
2018-03-01,11:49:45,c0:bd:d1:f5:62:01,11:43:06,0
2018-03-01,11:43:06,52:dd:24:93:5f:88,11:43:06,0
2018-03-01,11:43:08,a0:cc:2b:1d:af:73,11:43:08,0
2018-03-01,11:43:10,16:8e:d5:e3:99:7e,11:43:10,0
2018-03-01,11:43:10,82:91:d5:e9:6c:15,11:43:10,0
2018-03-01,11:43:11,8a:4f:cf:ad:b8:e3,11:43:11,0
